substance_id,substance_name,as_cas_number,substance_status,approval_date,expiry_date,risk_assessment,substance_category,as_is_group,as_micro_org,rms,corms,remark,legislations_old,legislations_actives,tox_value_adi,tox_source_adi,tox_remark_adi,tox_value_arfd,tox_sourc_earfd,tox_source_earfd,tox_remark_arfd,tox_value_aoel,tox_source_aoel,tox_remark_aoel,tox_value_aaoel,tox_source_aaoel,tox_remark_aaoel,tox_value_other,tox_source_other,tox_remark_other,authorisations_at_nat_level,classification_reg_1272,ac_type,basic_substance,low_risk_active_substance,candidate_for_substitution,candidate_for_substitution_type,active_substance_part_of_group,active_substance_part_of_group_id,as_member_id,as_member_name,pesticide_residue_linked,pest_res_linked_annex,pest_res_linked_legislation,pest_res_linked_legislation_url,pest_res_mrl_webpage
1093,Pyridaben,96489-71-3,Approved,01/05/2011,31/01/2030,EFSA,AC - Acaricide,No,No,CZ,BE,<p>Initially non included by Decision 2008/934. Inclusion voted in SCoFCAH Oct 2010 following re-submission for inclusion according to Reg. 33/2008.</p>,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0090:EN:NOT"">2010/90/EU</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/689/oj"">Reg. (EU) 2023/689</a>; <a href=""http://data.europa.eu/eli/reg_impl/2026/372/oj"">Reg. (EU) 2026/372 </a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1538036016938&uri=CELEX:32018R1260"">Reg. (EU) No 2018/1260</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.01 mg/kg bw/day,EFSA 10,,0.05 mg/kg bw,EFSA 10,EFSA 10,,0.005 mg/kg bw/day,EFSA 10,,,,,,,,"BE, BG, CY, CZ, EL, ES, FR, HU, IT, NL, PL, PT, SK",Acute Tox. 3 - H301; Acute Tox. 3 - H331; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Pyridaben ,Annex II,Reg. (EU) 2019/90,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32019R0090,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=367
217,Methiocarb (aka mercaptodimethur),2032-65-7,Not approved,01/10/2007,03/10/2019,EFSA,IN - Insecticide,No,No,DE,,<p>The original RMS was UK.</p><p>Withdrawal of authorisations by 3 January 2020.</p><p>Max. period of grace: 3 April 2020.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0005:EN:NOT"">07/5/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557499937583&uri=CELEX:32019R0707"">Reg. (EU) 2019/707</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32014R0187:EN:NOT"">Reg. (EU) No 187/2014</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569855006197&uri=CELEX:32019R1606"">Reg. (EU) 2019/1606</a>",0.00025 mg/kg bw/day,Reg. (EU) 2019/1606,,0.0005 mg/kg bw,Reg. (EU) 2019/1606,Reg. (EU) 2019/1606,,0.00025 mg/kg bw/day,Reg. (EU) 2019/1606,,,,,,,,,Acute Tox. 3 - H301; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,"Methiocarb (sum of methiocarb and methiocarb sulfoxide and sulfone, expressed as methiocarb)",Annex V,Reg. (EU) 2021/155,https://eur-lex.europa.eu/eli/reg/2021/155,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=337
853,Penflufen,494793-67-8,Not approved,01/02/2014,31/01/2024,EFSA,FU - Fungicide,No,No,PL,,<p>The original RMS was UK.</p>,"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1520342031523&uri=CELEX:32018R0185"">Reg.(EU) No 2018/185</a>","<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1468/oj"">Reg. (EU) 2022/1468</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1447/oj"">Reg. (EU) 2023/1447</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/1092/oj"">Reg. (EU) 2025/1092</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1031:EN:NOT"">Reg. (EU) No 1031/2013</a>",0.04 mg/kg bw/day,EFSA 2012,,0.5 mg/kg bw,EFSA 2012,EFSA 2012,,0.077 mg/kg bw/day,EFSA 2012,,,,,,,,,,,No,No,No,,,,,,Penflufen (sum of isomers),Annex II,Reg. (EU) 2021/644,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32021R0644,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=2594
677,Esprocarb,85785-20-2,Not approved,,,,HB - Herbicide,No,No,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
996,Mandipropamid,374726-62-2,Approved,01/08/2013,30/06/2029,EFSA,,No,No,AT,PT,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011D0490:EN:NOT"">2011/490/EU</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006D0589:EN:NOT"">Dossier complete 06/589/EC</a>","<a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href="" http://data.europa.eu/eli/reg_impl/2025/1489/oj"">Reg. (EU) 2025/1489</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0188:EN:NOT"">Reg. (EU) No 188/2013</a>; <a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (Eu) 2018/155</a>",0.15 mg/kg bw/day,EFSA 2018,,Not appl.,EFSA 2018,EFSA 2018,,0.17 mg/kg bw/day,EFSA 2018,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Mandipropamid (any ratio of constituent isomers),Annex II,Commission Regulation (EU) 2024/2633,http://data.europa.eu/eli/reg/2024/2633/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=790
1165,Soybean extract,No CAS allocated,Not approved,,,,,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004D0129:EN:NOT"">2004/129/EC</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
742,Folpet,133-07-3 ,Approved,01/11/2024,31/10/2039,EFSA,,No,No,AT,,<p>The original RMS was Italy.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0005:EN:NOT"">07/5/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557499937583&uri=CELEX:32019R0707"">Reg. (EU) No 2019/707</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530268555384&uri=CELEX:32018R0917"">Reg.(EU) No 2018/917</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1593089089989&uri=CELEX:32020R0869"">Reg. (EU) 2020/869</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2198/oj"">Reg. (EU) 2024/2198</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg.(EU) No 540/2011</a>",0.1 mg/kg bw/day,Dir 07/5,,0.6 mg/kg bw,"EFSA, 2023","EFSA, 2023",,0.1 mg/kg bw/day,Dir 07/5,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EL, ES, FR, HR, HU, IE, IT, LU, LV, NL, PL, PT, RO, SE, SI, SK",Acute Tox. 4 - H332; Aquatic Acute 1 - H400; Carc. 2 - H351; Eye Irrit. 2 - H319; Skin Sens. 1 - H317,,No,No,No,,,,,,"Folpet (sum of folpet and phtalimide, expressed as folpet)",Annex II,Reg. (EU) 2018/832,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018R0832,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=115
1499,"(E,Z)-3,13-Octadecadien-1-yl acetate (SCLP Acetates)",No CAS allocated,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,,,,,"<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,"BE, BG, ES, FR, IT, LV, PL, PT",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,354,"(Z,Z)-7,11-Hexadecadien-1-yl acetate (SCLP Acetates)",Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
1318,Metalaxyl,57837-19-1 ,Approved,01/07/2010,30/09/2026,COM,,No,No,EL,PL,<p>Decision non inclusion 03/308/EC annulled by Judgement of the Court of Justice (18/07/2007) C-326/05 P - New deadlines laid down in Reg. (EC) No 416/2008. Inclusion voted SCoFCAH March 2010</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0028:EN:NOT"">2010/28/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R1885"">Reg. (EU) 2015/1885</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1511861569747&uri=CELEX:32017R2069"">Reg. (EU) 2017/2069</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.08 mg/kg bw/day,2010/28/EU,,0.5 mg/kg bw,2010/28/EU,2010/28/EU,,0.08 mg/kg bw/day,2010/28/EU,,,,,,,,"AT, BE, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IE, IT, PL, PT, SI, SK",Acute Tox. 4 - H302; Aquatic Chronic 3 - H412; Skin Sens. 1 - H317,3,No,No,Yes,non-active isomers,,,,,Metalaxyl and metalaxyl-M (metalaxyl including other mixtures of constituent isomers including metalaxyl-M (sum of isomers)),Annex II,Reg. (EU) 2025/115,http://data.europa.eu/eli/reg/2025/115/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3370
982,Penthiopyrad,183675-82-3,Not approved,01/05/2014,31/10/2025,EFSA,FU - Fungicide,No,No,SE,CZ,<p>The original RMS was UK.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010D0466:EN:NOT"">Dossier Complete 2010/466/EU</a>","<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/2027/oj"">Reg. (EU) 2025/2027</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1187:EN:NOT"">Reg. (EU) No 1187/2013</a>",0.1 mg/kg bw/day,2010/466/EU,,0.75 mg/kg bw,2010/466/EU,2010/466/EU,,0.1 mg/kg bw/day,2010/466/EU,,,,,,,,"BG, CY, MT, PL, PT, SK",Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Penthiopyrad,Annex II,Reg. (EU) 2023/173,http://data.europa.eu/eli/reg/2023/173/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3111
425,Azinphos-methyl,86-50-0,Not approved,,,,AC - Acaricide,No,No,,,<p>Authorisations to be withdrawn by 1 January 07</p>,,,,,,,,,,,,,,,,,,,,Acute Tox. 2 - H300; Acute Tox. 2 - H330; Acute Tox. 3 - H311; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Skin Sens. 1 - H317,,No,No,No,,,,,,Azinphos-methyl ,Annex II,Reg. (EU) 2020/1633,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32020R1633,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=20
954,Parathion-methyl,298-00-0,Not approved,,,,IN - Insecticide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003D0166:EN:NOT"">03/166/EC</a>",,,,,,,,,,,,,,,,,,Acute Tox. 2 - H300; Acute Tox. 2 - H330; Acute Tox. 3 - H311; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Flam. Liq. 3 - H226; STOT RE 2 - H373,,No,No,No,,,,,,Parathion-methyl (sum of Parathion-methyl and paraoxon-methyl expressed as Parathion-methyl),Annex III,Reg. (EU) No 899/2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0899:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=174
1338,Verticillium nonalfalfae strain Vert56,No CAS allocated,Pending,,,,,No,Yes,AT,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
1093,Pyridaben,96489-71-3,Approved,01/05/2011,31/01/2030,EFSA,AC - Acaricide,No,No,CZ,BE,<p>Initially non included by Decision 2008/934. Inclusion voted in SCoFCAH Oct 2010 following re-submission for inclusion according to Reg. 33/2008.</p>,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0090:EN:NOT"">2010/90/EU</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/689/oj"">Reg. (EU) 2023/689</a>; <a href=""http://data.europa.eu/eli/reg_impl/2026/372/oj"">Reg. (EU) 2026/372 </a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1538036016938&uri=CELEX:32018R1260"">Reg. (EU) No 2018/1260</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.01 mg/kg bw/day,EFSA 10,,0.05 mg/kg bw,EFSA 10,EFSA 10,,0.005 mg/kg bw/day,EFSA 10,,,,,,,,"BE, BG, CY, CZ, EL, ES, FR, HU, IT, NL, PL, PT, SK",Acute Tox. 3 - H301; Acute Tox. 3 - H331; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Pyridaben ,Annex II,Reg. (EU) 2019/1791,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1572428450468&uri=CELEX:32019R1791,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=367
31,Fluazifop-P,83066-88-0,Approved,01/01/2012,30/11/2029,EFSA,HB - Herbicide,No,No,FR,IT,<p>Note : CAS 83066-88-0 (fluazifop-P) 79241-46-6 (fluazifop-P-butyl)</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"">2008/934/EC</a>","<a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://data.europa.eu/eli/reg_impl/2026/372/oj"">Reg. (EU) 2026/372 </a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0201:EN:NOT"">Reg. (EU) No 201/2013</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1550659094284&uri=CELEX:32019R0291"">Reg. (EU) No 2019/291</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0788:EN:NOT"">Reg. (EU) No 788/2011</a>",0.01 mg/kg bw/day,EFSA 10,,0.017 mg/kg bw,EFSA 10,EFSA 10,,0.02 mg/kg bw/day,EFSA 10,,,,,,,,"AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK",Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Repr. 2 - H361d,,No,No,No,,,,,,"Fluazifop-P (sum of all the constituent isomers of fluazifop, its esters and its conjugates, expressed as fluazifop)",Annex II,Reg. (EU) 2016/1015,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1467291969665&uri=CELEX:32016R1015,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=304
1432,"1,3,7-trimethylxanthine (caffeine)",58-08-2,Not approved,,,,OT - Other treatment,No,No,,,,,"<a href=""http://data.europa.eu/eli/reg_impl/2024/2766/oj"">Reg. (EU) 2024/2766</a>",,,,,,,,,,,,,,,,,,,1,Yes,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
526,Chlorantraniliprole,500008-45-7,Approved,01/05/2014,31/05/2027,EFSA,,No,No,IE,DE,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0560:EN:NOT"">2007/560/EC</a>","<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2781/oj"">Reg. (EU) 2024/2781</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1199:EN:NOT"">Reg. (EU) No 1199/2013</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",1.56 mg/kg bw/day,EFSA 2013,,Not appl.,EFSA 2013,EFSA 2013,,0.36 mg/kg bw/day,EFSA 2013,,,,,,,,"AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, SI, SK",,,No,No,No,,,,,,Chlorantraniliprole (DPX E-2Y45),Annex III,Reg. (EU) No 36/2014,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32014R0036:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=771
357,(E)-11-Tetradecen-1-yl acetate (SCLP Acetates),33189-72-9,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,AT,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1503309323015&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU)2020/1160</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",Not appl.,Dir 08/127,,Not appl.,Dir 08/127,Dir 08/127,,Not appl.,Dir 08/127,,,,,,,,"EE, ES, LU",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,1499,"(E,Z)-3,13-Octadecadien-1-yl acetate (SCLP Acetates)",Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
920,Olein,No CAS allocated,Not approved,,,,,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0442:EN:NOT"">2007/442</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
742,Folpet,133-07-3 ,Approved,01/11/2024,31/10/2039,EFSA,,No,No,AT,,<p>The original RMS was Italy.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0005:EN:NOT"">07/5/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557499937583&uri=CELEX:32019R0707"">Reg. (EU) No 2019/707</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530268555384&uri=CELEX:32018R0917"">Reg.(EU) No 2018/917</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1593089089989&uri=CELEX:32020R0869"">Reg. (EU) 2020/869</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2198/oj"">Reg. (EU) 2024/2198</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg.(EU) No 540/2011</a>",0.1 mg/kg bw/day,Dir 07/5,,0.6 mg/kg bw,"EFSA, 2023","EFSA, 2023",,0.1 mg/kg bw/day,Dir 07/5,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EL, ES, FR, HR, HU, IE, IT, LU, LV, NL, PL, PT, RO, SE, SI, SK",Acute Tox. 4 - H332; Aquatic Acute 1 - H400; Carc. 2 - H351; Eye Irrit. 2 - H319; Skin Sens. 1 - H317,,No,No,No,,,,,,"Folpet (sum of folpet and phtalimide, expressed as folpet)",Annex II,Reg. (EU) No 322/2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0322:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=115
77,Propionic acid,79-09-4,Not approved,,,,FU - Fungicide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004D0129:EN:NOT"">2004/129/EC</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
893,Myclobutanil,88671-89-0,Not approved,01/06/2011,31/05/2021,EFSA,FU - Fungicide,No,No,AT,ES,"p> </p><p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/934. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008</a></p><p><br></p><p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">The original RMS was UK.</a></p><p>&nbsp;",,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011L0002:EN:NOT"">2011/2/EU</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.025 mg/kg bw/day,EFSA 10,,0.31 mg/kg bw,EFSA 10,EFSA 10,,0.03 mg/kg bw/day,EFSA 10,,,,,,,,,Acute Tox. 4 - H302; Aquatic Chronic 2 - H411; Eye Irrit. 2 - H319; Repr. 2 - H361d,3,No,No,Yes,two PBT criteria,,,,,Myclobutanil  (sum of  constituent isomers),Annex II,Reg. (EU) 2016/567,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1461660826750&uri=CELEX:32016R0567,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=166
